elapsed_s,memory_mb,cpu_pct,thermal,battery_pct,event
1025.50,1763.6,2.1,2,100.0,
1026.56,1763.4,3.0,2,100.0,
1027.61,1763.4,1.1,2,100.0,
1028.63,1763.4,1.6,2,100.0,
1029.65,1763.4,2.1,2,100.0,
1030.68,1763.4,3.5,2,100.0,
1031.70,1763.6,11.2,2,100.0,
1032.75,1763.6,2.0,2,100.0,
1033.82,1763.6,1.8,2,100.0,
1034.88,1763.4,2.7,2,100.0,
1035.89,1763.4,1.8,2,100.0,
1036.94,1763.3,2.0,2,100.0,
1037.98,1763.3,1.9,2,100.0,
1039.04,1763.3,1.8,2,100.0,
1040.08,1763.3,1.9,2,100.0,
1041.12,1763.3,1.8,2,100.0,
1042.17,1763.3,1.6,2,100.0,
1043.19,1763.3,1.9,2,100.0,
1044.19,1763.3,1.8,2,100.0,
1045.25,1763.3,1.7,2,100.0,
1046.31,1763.3,1.6,2,100.0,
1047.37,1763.3,1.6,2,100.0,
1048.38,1763.3,1.7,2,100.0,
1049.47,1763.3,1.6,2,100.0,
1050.52,1763.3,1.5,2,100.0,
1051.52,1763.3,1.6,2,100.0,
1052.54,1763.3,2.0,2,100.0,
1053.60,1763.3,1.7,2,100.0,
1054.63,1763.3,1.6,2,100.0,
1055.66,1763.3,1.5,2,100.0,
1056.69,1763.3,1.6,2,100.0,
1057.75,1763.3,1.6,2,100.0,
1058.75,1763.3,1.8,2,100.0,
1059.80,1763.3,2.1,2,100.0,
1060.84,1763.2,1.6,2,100.0,
1061.85,1763.3,1.6,2,100.0,
1062.92,1763.3,1.6,2,100.0,
1063.96,1763.3,1.6,2,100.0,
1065.01,1763.3,1.7,2,100.0,
1066.04,1763.3,1.9,2,100.0,
1067.05,1763.3,1.8,2,100.0,
1068.05,1763.3,1.7,2,100.0,
1069.06,1763.3,1.8,2,100.0,
1070.08,1763.3,1.7,2,100.0,
1071.15,1763.3,1.7,2,100.0,
1072.19,1763.3,1.7,2,100.0,
1073.24,1763.3,1.8,2,100.0,
1074.31,1763.3,1.8,2,100.0,
1075.33,1763.3,1.9,2,100.0,
1076.39,1763.3,1.6,2,100.0,
1077.40,1763.3,1.7,2,100.0,
1078.47,1763.3,1.6,2,100.0,
1079.50,1763.3,1.7,2,100.0,
1080.55,1763.3,1.7,2,100.0,
1081.57,1763.3,1.8,2,100.0,
1082.60,1763.3,1.9,2,100.0,
1083.62,1763.3,1.7,2,100.0,
1084.64,1763.3,1.5,2,100.0,
1085.67,1763.3,1.7,2,100.0,
1086.69,1763.3,1.7,2,100.0,
1087.75,1763.3,1.6,2,100.0,
1088.80,1763.3,1.6,2,100.0,
1089.80,1763.3,1.8,2,100.0,
1090.89,1763.3,1.7,2,100.0,
1091.95,1763.3,1.7,2,100.0,
1093.01,1763.3,1.7,2,100.0,
1094.08,1763.3,1.7,2,100.0,
1095.11,1763.3,1.7,2,100.0,
1096.12,1763.3,1.6,2,100.0,
1097.13,1763.3,2.3,2,100.0,
1098.13,1763.3,2.0,2,100.0,
1099.13,1763.3,1.7,2,100.0,
1100.13,1763.3,1.7,2,100.0,
1101.17,1763.3,1.7,2,100.0,
1102.22,1763.3,1.7,2,100.0,
1103.22,1763.3,1.8,2,100.0,
1104.29,1763.3,1.9,2,100.0,
1105.33,1763.3,1.9,2,100.0,
1106.39,1763.3,1.9,2,100.0,
1107.43,1763.3,1.9,2,100.0,
1108.45,1763.3,1.7,2,100.0,
1109.49,1763.3,1.9,2,100.0,
1110.52,1763.3,1.8,2,100.0,
1111.57,1763.3,2.0,2,100.0,
1112.60,1763.3,2.1,2,100.0,
1113.62,1763.3,1.8,2,100.0,
1114.65,1763.3,1.8,2,100.0,
1115.67,1763.3,1.7,2,100.0,
1116.68,1763.3,1.7,2,100.0,
1117.72,1763.3,1.5,2,100.0,
1118.78,1763.3,1.8,2,100.0,
1119.84,1763.3,1.8,2,100.0,
1120.85,1763.3,1.6,2,100.0,
1121.93,1763.3,1.7,2,100.0,
1122.96,1763.3,1.7,2,100.0,
1123.97,1763.3,1.7,2,100.0,
1125.04,1763.3,1.6,2,100.0,
1126.09,1763.3,1.6,2,100.0,
1127.13,1763.3,1.8,2,100.0,
1128.18,1763.3,2.2,2,100.0,
1129.19,1763.3,1.8,2,100.0,
1130.22,1763.3,2.0,2,100.0,
1131.23,1763.3,1.5,2,100.0,
1132.31,1763.3,1.8,2,100.0,
1133.37,1763.3,1.7,2,100.0,
1134.42,1763.3,1.8,2,100.0,
1135.49,1763.3,1.8,2,100.0,
1136.52,1763.3,1.7,2,100.0,
1137.56,1763.3,1.8,2,100.0,
1138.61,1763.3,1.6,2,100.0,
1139.63,1763.3,1.6,2,100.0,
1140.68,1763.3,1.6,2,100.0,
1141.74,1763.3,1.5,2,100.0,
1142.77,1763.3,2.0,2,100.0,
1143.84,1763.3,2.0,2,100.0,
1144.85,1763.3,1.6,2,100.0,
1145.91,1763.3,1.5,2,100.0,
1146.93,1763.3,1.5,2,100.0,
1147.95,1763.3,1.6,2,100.0,
1148.97,1763.3,1.7,2,100.0,
1149.99,1763.3,1.8,2,100.0,
1151.01,1763.3,2.0,2,100.0,
1152.03,1763.3,1.6,2,100.0,
1153.11,1763.3,1.8,2,100.0,
1154.14,1763.3,1.6,2,100.0,
1155.21,1763.3,1.5,2,100.0,
1156.27,1763.3,1.7,2,100.0,
1157.29,1763.3,1.9,2,100.0,
1158.29,1763.3,1.8,2,100.0,
1159.33,1763.3,1.8,2,100.0,
1160.33,1763.3,1.7,2,100.0,
1161.40,1763.3,1.6,2,100.0,
1162.44,1763.3,1.8,2,100.0,
1163.49,1763.3,1.9,2,100.0,
1164.52,1763.3,1.8,2,100.0,
1165.54,1763.3,2.0,2,100.0,
1166.56,1763.3,1.9,2,100.0,
1167.60,1763.3,1.7,2,100.0,
1168.61,1763.3,1.7,2,100.0,
1169.64,1763.3,1.8,2,100.0,
1170.66,1763.3,1.7,2,100.0,
1171.70,1763.3,1.8,2,100.0,
1172.75,1763.3,1.7,2,100.0,
1173.85,1763.3,2.1,2,100.0,
1174.90,1763.3,1.5,2,100.0,
1175.97,1763.3,1.7,2,100.0,
1177.03,1763.3,1.7,2,100.0,
1178.09,1763.3,1.5,2,100.0,
1179.16,1763.3,1.6,2,100.0,
1180.21,1763.3,1.7,2,100.0,
1181.28,1763.3,1.8,2,100.0,
1182.31,1763.3,1.8,2,100.0,
1183.33,1763.3,2.0,2,100.0,
1184.36,1763.3,1.6,2,100.0,
1185.36,1763.3,1.6,2,100.0,
1186.39,1763.3,1.5,2,100.0,
1187.43,1763.3,1.7,2,100.0,
1188.46,1763.3,1.7,2,100.0,
1189.48,1763.3,1.8,2,100.0,
1190.50,1763.3,1.7,2,100.0,
1191.52,1763.3,1.6,2,100.0,
1192.57,1763.3,1.7,2,100.0,
1193.63,1763.3,1.6,2,100.0,
1194.69,1763.3,1.7,2,100.0,
1195.76,1763.3,1.7,2,100.0,
1196.82,1763.3,1.7,2,100.0,
1197.89,1763.3,1.7,2,100.0,
1198.92,1763.3,1.7,2,100.0,
1199.95,1763.3,1.6,2,100.0,
1200.97,1763.3,1.7,2,100.0,
1202.03,1763.3,1.7,2,100.0,
1203.05,1763.3,1.7,1,100.0,
1204.11,1763.3,1.7,1,100.0,
1205.15,1763.3,1.8,1,100.0,
1206.17,1763.3,1.9,1,100.0,
1207.20,1763.3,1.6,1,100.0,
1208.25,1763.3,1.7,1,100.0,
1209.28,1763.3,1.7,1,100.0,
1210.35,1763.3,1.7,1,100.0,
1211.38,1763.3,1.7,1,100.0,
1212.42,1763.3,1.8,1,100.0,
1213.43,1763.3,1.9,1,100.0,
1214.44,1763.3,1.7,1,100.0,
1215.51,1763.3,2.0,1,100.0,
1216.54,1763.3,1.8,1,100.0,
1217.56,1763.3,1.9,1,100.0,
1218.58,1763.3,1.9,1,100.0,
1219.60,1763.3,2.0,1,100.0,
1220.63,1763.3,2.0,1,100.0,
1221.63,1763.3,1.7,1,100.0,
1222.68,1763.3,1.6,1,100.0,
1223.68,1763.3,1.7,1,100.0,
1224.70,1763.3,1.7,1,100.0,
1225.76,1763.3,1.8,1,100.0,
1226.81,1763.3,1.8,1,100.0,
1227.88,1763.3,1.8,1,100.0,
1228.88,1763.3,2.0,1,100.0,
1229.91,1763.3,1.8,1,100.0,
1230.93,1763.3,1.5,1,100.0,
1231.98,1763.3,1.6,1,100.0,
1233.05,1763.3,1.6,1,100.0,
1234.11,1763.3,1.6,1,100.0,
1235.12,1763.3,1.8,1,100.0,
1236.15,1763.3,2.0,1,100.0,
1237.17,1763.3,1.7,1,100.0,
1238.22,1763.3,1.8,1,100.0,
1239.27,1763.3,1.8,1,100.0,
1240.32,1763.3,1.9,1,100.0,
1241.36,1763.3,1.8,1,100.0,
1242.38,1763.3,1.9,1,100.0,
1243.39,1763.3,1.9,1,100.0,
1244.43,1763.3,1.7,1,100.0,
1245.50,1763.3,1.9,1,100.0,
