elapsed_s,memory_mb,cpu_pct,thermal,battery_pct,event
175.30,1589.3,55.8,1,100.0,
176.31,1590.8,42.9,1,100.0,
177.37,1591.3,4.3,1,100.0,
178.41,1591.3,0.2,1,100.0,
179.41,1591.3,0.1,1,100.0,
180.42,1591.2,1.6,1,100.0,
181.48,1591.0,2.4,1,100.0,
182.49,1590.8,0.1,1,100.0,
183.52,1589.5,0.1,1,100.0,
184.58,1589.5,0.1,1,100.0,
185.61,1589.5,0.1,1,100.0,
186.62,1589.5,2.5,1,100.0,
187.63,1589.3,3.7,1,100.0,
188.67,1588.5,0.1,1,100.0,
189.70,1588.8,22.1,1,100.0,
190.75,1588.9,76.2,1,100.0,
191.79,1588.9,136.5,1,100.0,
192.79,1589.4,10.8,1,100.0,
193.86,1589.6,3.1,1,100.0,
194.92,1589.8,12.1,1,100.0,
195.93,1590.1,68.9,1,100.0,
196.96,1591.5,119.4,1,100.0,
197.98,1591.8,53.7,1,100.0,
198.98,1593.4,92.3,1,100.0,
199.98,1594.2,65.7,1,100.0,
200.99,1595.5,78.6,1,100.0,
202.00,1592.0,73.4,1,100.0,
203.03,1591.8,163.3,1,100.0,
204.05,1593.4,231.7,1,100.0,
205.11,1593.4,289.5,1,100.0,
206.14,1595.1,255.6,1,100.0,
207.16,1595.4,332.3,1,100.0,
208.17,1601.0,269.7,1,100.0,
209.17,1627.1,200.6,1,100.0,
210.17,1635.0,248.7,1,100.0,
211.18,1635.9,238.2,1,100.0,
212.18,1644.7,310.9,1,100.0,
213.19,1644.8,180.6,1,100.0,
214.22,1644.8,96.8,1,100.0,
215.25,1650.8,136.2,1,100.0,
216.27,1645.7,30.1,1,100.0,
217.28,1645.7,45.9,1,100.0,
218.29,1646.1,53.7,1,100.0,
219.30,1646.7,160.4,1,100.0,
220.37,1645.4,155.8,1,100.0,
221.40,1647.0,121.3,1,100.0,
222.41,1647.8,111.0,1,100.0,
223.41,1649.2,110.2,1,100.0,
224.43,1648.9,88.0,1,100.0,
225.47,1650.0,44.4,1,100.0,
226.47,1650.0,41.3,1,100.0,
227.52,1646.0,4.3,1,100.0,
228.54,1284.9,16.1,2,100.0,
229.56,1284.8,44.3,2,100.0,
230.58,1285.1,85.8,2,100.0,
231.59,1284.6,93.9,2,100.0,
232.59,1284.8,32.5,2,100.0,
233.59,1221.7,22.3,2,100.0,
234.66,1530.9,68.9,2,100.0,
235.68,1532.3,33.3,2,100.0,
236.70,1532.1,53.5,2,100.0,
237.71,1531.6,30.1,2,100.0,
238.72,1531.5,97.7,2,100.0,
239.73,1538.1,103.4,2,100.0,
240.76,1538.1,23.7,2,100.0,
241.80,1538.1,24.6,2,100.0,
242.80,1538.6,87.0,2,100.0,
243.83,1539.4,123.2,2,100.0,
244.86,1540.2,120.5,2,100.0,
245.93,1541.1,77.2,2,100.0,
246.96,1541.1,50.1,2,100.0,
248.03,1540.3,52.0,2,100.0,
249.04,1538.8,35.4,2,100.0,
250.04,1538.6,37.7,2,100.0,
251.08,1538.7,44.0,2,100.0,
252.09,1538.8,79.4,2,100.0,
253.11,1538.8,167.6,2,100.0,
254.13,1538.8,129.0,2,100.0,
255.16,1538.9,66.7,2,100.0,
256.19,1539.5,40.7,2,100.0,
257.19,1539.5,11.3,2,100.0,
258.24,1539.0,22.1,2,100.0,
259.24,1539.1,77.5,2,100.0,
260.24,1539.6,132.5,2,100.0,
261.25,1539.7,21.6,2,100.0,
262.27,1539.8,35.0,2,100.0,
263.33,1539.4,44.4,2,100.0,
264.35,1539.3,29.9,2,100.0,
265.41,1539.4,57.4,2,100.0,
266.47,1539.6,78.1,2,100.0,
267.53,1539.6,48.3,2,100.0,
268.59,1539.5,52.4,2,100.0,
269.63,1539.9,82.6,2,100.0,
270.63,1540.5,147.5,2,100.0,
271.64,1541.0,148.8,2,100.0,
272.65,1541.5,123.5,2,100.0,
273.71,1542.5,147.0,2,100.0,
274.73,1543.5,123.3,2,100.0,
275.75,1543.2,128.6,2,100.0,
276.75,1543.1,43.0,2,100.0,
277.75,1543.1,46.4,2,100.0,
278.76,1543.1,48.3,2,100.0,
279.83,1543.0,48.8,2,100.0,
280.85,1541.9,3.5,2,100.0,
281.86,1541.9,0.1,2,100.0,
282.91,1541.9,0.1,2,100.0,
283.91,1542.3,10.1,2,100.0,
284.95,1542.0,13.0,2,100.0,
285.96,1540.9,15.0,2,100.0,
286.98,1540.9,2.6,2,100.0,
287.98,1540.9,0.1,2,100.0,
289.01,1540.9,0.1,2,100.0,
290.02,1540.1,0.1,2,100.0,
291.09,1540.2,0.2,2,100.0,
292.10,1561.2,0.9,2,100.0,
293.10,1561.2,1.3,2,100.0,
294.11,1307.4,22.3,2,100.0,
295.14,1307.4,7.0,2,100.0,
296.16,1316.1,9.8,2,100.0,
297.21,1316.1,0.9,2,100.0,
298.24,1316.3,4.2,2,100.0,
299.25,1316.3,0.1,2,100.0,
300.25,1316.3,0.0,2,100.0,
301.28,1316.3,0.0,2,100.0,
302.28,1316.3,0.0,2,100.0,
303.35,1316.2,0.0,2,100.0,
304.41,1316.1,0.0,2,100.0,
305.42,1316.1,0.0,2,100.0,
